@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2}

@data
430,'2019/12/08 21:58:56:008',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
431,'2019/12/08 21:58:56:054',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
432,'2019/12/08 21:58:56:057',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
433,'2019/12/08 21:58:56:104',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
434,'2019/12/08 21:58:56:107',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
435,'2019/12/08 21:58:56:155',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
436,'2019/12/08 21:58:56:158',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
437,'2019/12/08 21:58:56:205',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
438,'2019/12/08 21:58:56:208',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
439,'2019/12/08 21:58:56:259',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
440,'2019/12/08 21:58:56:262',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
441,'2019/12/08 21:58:56:304',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
442,'2019/12/08 21:58:56:307',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
443,'2019/12/08 21:58:56:355',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
444,'2019/12/08 21:58:56:358',1,0.333243,0.936227,0.028606,0.88827,1.023904,0.679434,0.580851,0.868566,1
445,'2019/12/08 21:58:56:404',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
446,'2019/12/08 21:58:56:406',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
447,'2019/12/08 21:58:56:457',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
448,'2019/12/08 21:58:56:459',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
449,'2019/12/08 21:58:56:505',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
450,'2019/12/08 21:58:56:509',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
451,'2019/12/08 21:58:56:554',1,0.340579,0.946873,0.016887,0.946194,1.013347,0.657072,0.640979,0.871797,1
452,'2019/12/08 21:58:56:557',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
453,'2019/12/08 21:58:56:604',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
454,'2019/12/08 21:58:56:606',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
455,'2019/12/08 21:58:56:660',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
456,'2019/12/08 21:58:56:664',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
457,'2019/12/08 21:58:56:705',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
458,'2019/12/08 21:58:56:709',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
459,'2019/12/08 21:58:56:754',1,0.384223,0.948719,0.042783,0.876115,1.015913,0.678366,0.680306,0.877836,1
460,'2019/12/08 21:58:56:757',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
461,'2019/12/08 21:58:56:804',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
462,'2019/12/08 21:58:56:807',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
463,'2019/12/08 21:58:56:854',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
464,'2019/12/08 21:58:56:857',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
465,'2019/12/08 21:58:56:903',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
466,'2019/12/08 21:58:56:906',1,0.333079,0.905052,0.023356,0.916717,1.01883,0.706378,0.666014,0.861341,1
467,'2019/12/08 21:58:56:953',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
468,'2019/12/08 21:58:56:956',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
469,'2019/12/08 21:58:57:004',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
470,'2019/12/08 21:58:57:007',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
471,'2019/12/08 21:58:57:057',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
472,'2019/12/08 21:58:57:071',1,1.008793,0.762587,0.653064,0.8573,0.225417,0.926467,-0.001794,0.906774,1
473,'2019/12/08 21:58:57:104',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
474,'2019/12/08 21:58:57:106',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
475,'2019/12/08 21:58:57:156',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
476,'2019/12/08 21:58:57:158',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
477,'2019/12/08 21:58:57:204',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
478,'2019/12/08 21:58:57:207',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
479,'2019/12/08 21:58:57:257',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
480,'2019/12/08 21:58:57:259',1,0.16898,0.960963,-0.016294,0.901188,1.012307,0.755625,0.651668,0.842772,1
481,'2019/12/08 21:58:57:303',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
482,'2019/12/08 21:58:57:306',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
483,'2019/12/08 21:58:57:355',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
484,'2019/12/08 21:58:57:359',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
485,'2019/12/08 21:58:57:405',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
486,'2019/12/08 21:58:57:409',1,1.022073,0.705908,0.648457,0.846262,0.178276,0.966104,-0.005984,0.901175,1
487,'2019/12/08 21:58:57:454',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
488,'2019/12/08 21:58:57:456',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
489,'2019/12/08 21:58:57:504',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
490,'2019/12/08 21:58:57:510',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
491,'2019/12/08 21:58:57:554',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
492,'2019/12/08 21:58:57:556',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
493,'2019/12/08 21:58:57:605',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
494,'2019/12/08 21:58:57:609',1,0.07863,0.931851,-0.036639,0.896839,1.019935,0.690953,0.604197,0.856356,1
495,'2019/12/08 21:58:57:654',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
496,'2019/12/08 21:58:57:656',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
497,'2019/12/08 21:58:57:705',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
498,'2019/12/08 21:58:57:710',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
499,'2019/12/08 21:58:57:753',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
500,'2019/12/08 21:58:57:756',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
501,'2019/12/08 21:58:57:805',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
502,'2019/12/08 21:58:57:808',1,0.079145,0.934861,-0.0372,0.905573,0.964199,0.711687,0.559244,0.859547,1
503,'2019/12/08 21:58:57:854',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
504,'2019/12/08 21:58:57:856',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
505,'2019/12/08 21:58:57:903',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
506,'2019/12/08 21:58:57:906',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
507,'2019/12/08 21:58:57:955',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
508,'2019/12/08 21:58:57:959',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
509,'2019/12/08 21:58:58:003',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
510,'2019/12/08 21:58:58:006',1,0.206506,0.95876,-0.023629,0.905601,1.009658,0.686472,0.56405,0.818688,1
511,'2019/12/08 21:58:58:055',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
512,'2019/12/08 21:58:58:058',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
513,'2019/12/08 21:58:58:105',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
514,'2019/12/08 21:58:58:109',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
515,'2019/12/08 21:58:58:154',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
516,'2019/12/08 21:58:58:159',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
517,'2019/12/08 21:58:58:207',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
518,'2019/12/08 21:58:58:212',1,0.258304,0.959811,-0.019105,0.902577,1.012208,0.774637,0.638405,0.870535,1
519,'2019/12/08 21:58:58:253',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
520,'2019/12/08 21:58:58:257',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
521,'2019/12/08 21:58:58:303',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
522,'2019/12/08 21:58:58:309',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
523,'2019/12/08 21:58:58:355',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
524,'2019/12/08 21:58:58:359',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
525,'2019/12/08 21:58:58:405',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
526,'2019/12/08 21:58:58:412',1,0.256792,0.926406,-0.00764,0.872737,1.016404,0.764022,0.640318,0.858612,1
527,'2019/12/08 21:58:58:453',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
528,'2019/12/08 21:58:58:457',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
529,'2019/12/08 21:58:58:503',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
530,'2019/12/08 21:58:58:510',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
531,'2019/12/08 21:58:58:554',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
532,'2019/12/08 21:58:58:560',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
533,'2019/12/08 21:58:58:603',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
534,'2019/12/08 21:58:58:606',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
535,'2019/12/08 21:58:58:653',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
536,'2019/12/08 21:58:58:657',1,0.344405,0.957853,0.025361,0.913407,0.99831,0.751107,0.630418,0.877564,1
537,'2019/12/08 21:58:58:705',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
538,'2019/12/08 21:58:58:710',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
539,'2019/12/08 21:58:58:755',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
540,'2019/12/08 21:58:58:759',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
541,'2019/12/08 21:58:58:805',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
542,'2019/12/08 21:58:58:810',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
543,'2019/12/08 21:58:58:853',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
544,'2019/12/08 21:58:58:856',1,0.363961,0.97415,0.028025,0.922848,1.022514,0.692067,0.690246,0.98963,1
545,'2019/12/08 21:58:58:906',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
546,'2019/12/08 21:58:58:910',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
547,'2019/12/08 21:58:58:953',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
548,'2019/12/08 21:58:58:958',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
549,'2019/12/08 21:58:59:008',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
550,'2019/12/08 21:58:59:013',1,0.341112,0.979193,0.019608,0.899755,1.05575,0.566572,0.804577,1.103827,1
551,'2019/12/08 21:58:59:056',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
552,'2019/12/08 21:58:59:060',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
553,'2019/12/08 21:58:59:107',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
554,'2019/12/08 21:58:59:111',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
555,'2019/12/08 21:58:59:153',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
556,'2019/12/08 21:58:59:156',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
557,'2019/12/08 21:58:59:208',1,1.014624,0.873757,0.935817,0.951321,0.333122,0.967181,0.031592,0.903348,1
558,'2019/12/08 21:58:59:253',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
559,'2019/12/08 21:58:59:255',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
560,'2019/12/08 21:58:59:303',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
561,'2019/12/08 21:58:59:305',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
562,'2019/12/08 21:58:59:353',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
563,'2019/12/08 21:58:59:355',1,1.038371,0.864981,0.862078,1.166156,0.313534,0.980845,0.022209,0.869368,1
564,'2019/12/08 21:59:19:347',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
565,'2019/12/08 21:59:19:351',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
566,'2019/12/08 21:59:19:366',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
567,'2019/12/08 21:59:19:396',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
568,'2019/12/08 21:59:19:401',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
569,'2019/12/08 21:59:19:418',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
570,'2019/12/08 21:59:19:447',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
571,'2019/12/08 21:59:19:451',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
572,'2019/12/08 21:59:19:469',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
573,'2019/12/08 21:59:19:512',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
574,'2019/12/08 21:59:19:516',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
575,'2019/12/08 21:59:19:546',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
576,'2019/12/08 21:59:19:549',2,0.759588,0.889906,0.372315,0.156376,0.384184,0.154795,-0.000196,0.97621,2
577,'2019/12/08 21:59:19:565',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
578,'2019/12/08 21:59:19:596',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
579,'2019/12/08 21:59:19:599',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
580,'2019/12/08 21:59:19:616',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
581,'2019/12/08 21:59:19:646',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
582,'2019/12/08 21:59:19:650',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
583,'2019/12/08 21:59:19:667',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
584,'2019/12/08 21:59:19:695',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
585,'2019/12/08 21:59:19:699',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
586,'2019/12/08 21:59:19:715',2,0.817785,1.129861,0.362808,0.15314,0.387527,0.161332,-0.002802,0.927475,2
587,'2019/12/08 21:59:19:745',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
588,'2019/12/08 21:59:19:748',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
589,'2019/12/08 21:59:19:765',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
590,'2019/12/08 21:59:19:798',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
591,'2019/12/08 21:59:19:802',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
592,'2019/12/08 21:59:19:817',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
593,'2019/12/08 21:59:19:845',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
594,'2019/12/08 21:59:19:852',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
595,'2019/12/08 21:59:19:872',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
596,'2019/12/08 21:59:19:896',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
597,'2019/12/08 21:59:19:906',2,0.891103,1.121454,0.370513,0.162743,0.384621,0.164703,-0.007498,0.916563,2
598,'2019/12/08 21:59:19:946',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
599,'2019/12/08 21:59:19:948',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
600,'2019/12/08 21:59:19:965',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
601,'2019/12/08 21:59:19:995',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
602,'2019/12/08 21:59:19:997',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
603,'2019/12/08 21:59:20:015',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
604,'2019/12/08 21:59:20:047',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
605,'2019/12/08 21:59:20:050',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
606,'2019/12/08 21:59:20:069',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
607,'2019/12/08 21:59:20:096',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
608,'2019/12/08 21:59:20:100',2,0.376133,0.155221,-0.004182,0.981719,0.969067,0.913417,0.35839,0.142215,2
609,'2019/12/08 21:59:20:117',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
610,'2019/12/08 21:59:20:146',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
611,'2019/12/08 21:59:20:150',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
612,'2019/12/08 21:59:20:167',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
613,'2019/12/08 21:59:20:202',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
614,'2019/12/08 21:59:20:205',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
615,'2019/12/08 21:59:20:246',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
616,'2019/12/08 21:59:20:249',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
617,'2019/12/08 21:59:20:268',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
618,'2019/12/08 21:59:20:295',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
619,'2019/12/08 21:59:20:298',2,0.381966,0.169073,-0.009237,0.967069,0.979388,0.805839,0.369741,0.169406,2
620,'2019/12/08 21:59:20:317',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
621,'2019/12/08 21:59:20:345',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
622,'2019/12/08 21:59:20:347',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
623,'2019/12/08 21:59:20:364',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
624,'2019/12/08 21:59:20:394',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
625,'2019/12/08 21:59:20:397',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
626,'2019/12/08 21:59:20:414',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
627,'2019/12/08 21:59:20:446',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
628,'2019/12/08 21:59:20:450',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
629,'2019/12/08 21:59:20:467',2,0.378806,0.180554,0.00256,0.912428,0.950268,0.735056,0.369868,0.164133,2
630,'2019/12/08 21:59:20:494',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
631,'2019/12/08 21:59:20:499',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
632,'2019/12/08 21:59:20:515',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
633,'2019/12/08 21:59:20:546',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
634,'2019/12/08 21:59:20:551',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
635,'2019/12/08 21:59:20:566',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
636,'2019/12/08 21:59:20:596',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
637,'2019/12/08 21:59:20:599',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
638,'2019/12/08 21:59:20:615',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
639,'2019/12/08 21:59:20:645',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
640,'2019/12/08 21:59:20:648',2,0.395547,0.184758,-0.002462,0.971132,0.948521,0.75012,0.385635,0.172814,2
641,'2019/12/08 21:59:20:664',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
642,'2019/12/08 21:59:20:695',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
643,'2019/12/08 21:59:20:697',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
644,'2019/12/08 21:59:20:714',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
645,'2019/12/08 21:59:20:745',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
646,'2019/12/08 21:59:20:747',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
647,'2019/12/08 21:59:20:764',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
648,'2019/12/08 21:59:20:797',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
649,'2019/12/08 21:59:20:800',2,0.420146,0.226723,-0.01483,0.979904,0.978323,0.740499,0.411634,0.222827,2
