@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 {0,1,2}

@data
210,'2019/12/08 21:58:50:507',1,0.951824,0.770931,0.563043,0.795079,0.212819,0.876703,-0.025014,0.88477,1
211,'2019/12/08 21:58:50:512',1,0.951824,0.770931,0.563043,0.795079,0.212819,0.876703,-0.025014,0.88477,1
212,'2019/12/08 21:58:50:556',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
213,'2019/12/08 21:58:50:558',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
214,'2019/12/08 21:58:50:610',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
215,'2019/12/08 21:58:50:615',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
216,'2019/12/08 21:58:50:655',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
217,'2019/12/08 21:58:50:658',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
218,'2019/12/08 21:58:50:706',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
219,'2019/12/08 21:58:50:710',1,0.939558,0.799283,0.541111,0.761158,0.193583,0.874009,-0.031517,0.884354,1
220,'2019/12/08 21:58:50:756',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
221,'2019/12/08 21:58:50:758',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
222,'2019/12/08 21:58:50:806',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
223,'2019/12/08 21:58:50:809',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
224,'2019/12/08 21:58:50:858',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
225,'2019/12/08 21:58:50:863',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
226,'2019/12/08 21:58:50:906',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
227,'2019/12/08 21:58:50:911',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
228,'2019/12/08 21:58:50:956',1,0.190789,0.868131,-0.024052,0.866094,1.008898,0.764371,0.529586,0.686932,1
229,'2019/12/08 21:58:50:961',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
230,'2019/12/08 21:58:51:008',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
231,'2019/12/08 21:58:51:013',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
232,'2019/12/08 21:58:51:056',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
233,'2019/12/08 21:58:51:061',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
234,'2019/12/08 21:58:51:108',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
235,'2019/12/08 21:58:51:114',1,0.975439,0.693808,0.52614,0.649615,0.18059,0.874452,-0.004224,0.854335,1
236,'2019/12/08 21:58:51:158',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
237,'2019/12/08 21:58:51:162',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
238,'2019/12/08 21:58:51:210',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
239,'2019/12/08 21:58:51:214',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
240,'2019/12/08 21:58:51:257',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
241,'2019/12/08 21:58:51:260',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
242,'2019/12/08 21:58:51:308',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
243,'2019/12/08 21:58:51:314',1,0.243937,0.878882,0.039187,0.874574,0.964534,0.586562,0.517911,0.509709,1
244,'2019/12/08 21:58:51:357',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
245,'2019/12/08 21:58:51:361',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
246,'2019/12/08 21:58:51:407',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
247,'2019/12/08 21:58:51:411',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
248,'2019/12/08 21:58:51:458',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
249,'2019/12/08 21:58:51:464',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
250,'2019/12/08 21:58:51:507',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
251,'2019/12/08 21:58:51:512',1,0.285884,0.881909,0.052608,0.81725,0.958735,0.516343,0.482627,0.408915,1
252,'2019/12/08 21:58:51:556',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
253,'2019/12/08 21:58:51:559',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
254,'2019/12/08 21:58:51:605',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
255,'2019/12/08 21:58:51:608',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
256,'2019/12/08 21:58:51:658',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
257,'2019/12/08 21:58:51:663',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
258,'2019/12/08 21:58:51:707',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
259,'2019/12/08 21:58:51:712',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
260,'2019/12/08 21:58:51:756',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
261,'2019/12/08 21:58:51:760',1,0.30026,0.867343,0.032359,0.872784,1.034454,0.523454,0.503519,0.284254,1
262,'2019/12/08 21:58:51:809',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
263,'2019/12/08 21:58:51:813',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
264,'2019/12/08 21:58:51:856',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
265,'2019/12/08 21:58:51:860',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
266,'2019/12/08 21:58:51:907',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
267,'2019/12/08 21:58:51:913',1,0.331529,0.88925,0.015818,0.879811,1.032045,0.357159,0.496927,0.150946,1
268,'2019/12/08 21:58:51:956',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
269,'2019/12/08 21:58:51:960',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
270,'2019/12/08 21:58:52:008',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
271,'2019/12/08 21:58:52:013',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
272,'2019/12/08 21:58:52:057',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
273,'2019/12/08 21:58:52:063',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
274,'2019/12/08 21:58:52:107',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
275,'2019/12/08 21:58:52:111',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
276,'2019/12/08 21:58:52:155',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
277,'2019/12/08 21:58:52:159',1,0.336754,0.892036,0.031995,0.867058,1.030237,0.137079,0.512541,0.128925,1
278,'2019/12/08 21:58:52:207',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
279,'2019/12/08 21:58:52:211',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
280,'2019/12/08 21:58:52:262',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
281,'2019/12/08 21:58:52:268',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
282,'2019/12/08 21:58:52:306',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
283,'2019/12/08 21:58:52:312',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
284,'2019/12/08 21:58:52:358',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
285,'2019/12/08 21:58:52:361',1,0.317083,0.862584,0.029661,0.81633,1.040651,0.165218,0.531684,0.019614,1
286,'2019/12/08 21:58:52:406',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
287,'2019/12/08 21:58:52:410',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
288,'2019/12/08 21:58:52:456',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
289,'2019/12/08 21:58:52:460',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
290,'2019/12/08 21:58:52:507',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
291,'2019/12/08 21:58:52:511',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
292,'2019/12/08 21:58:52:556',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
293,'2019/12/08 21:58:52:560',1,0.292121,0.863048,0.023515,0.868724,1.045969,0.189218,0.57028,-0.001386,1
294,'2019/12/08 21:58:52:607',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
295,'2019/12/08 21:58:52:609',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
296,'2019/12/08 21:58:52:655',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
297,'2019/12/08 21:58:52:659',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
298,'2019/12/08 21:58:52:705',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
299,'2019/12/08 21:58:52:708',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
300,'2019/12/08 21:58:52:755',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
301,'2019/12/08 21:58:52:759',1,0.372764,0.848968,-0.003235,0.894324,1.047009,0.205212,0.515412,0.015916,1
302,'2019/12/08 21:58:52:806',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
303,'2019/12/08 21:58:52:809',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
304,'2019/12/08 21:58:52:858',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
305,'2019/12/08 21:58:52:861',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
306,'2019/12/08 21:58:52:906',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
307,'2019/12/08 21:58:52:908',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
308,'2019/12/08 21:58:52:956',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
309,'2019/12/08 21:58:52:959',1,0.308395,0.898476,0.009028,0.864977,1.06331,0.213831,0.565295,-0.033194,1
310,'2019/12/08 21:58:53:006',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
311,'2019/12/08 21:58:53:008',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
312,'2019/12/08 21:58:53:057',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
313,'2019/12/08 21:58:53:060',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
314,'2019/12/08 21:58:53:107',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
315,'2019/12/08 21:58:53:111',1,0.253395,0.921037,0.005889,0.841485,1.057469,0.198896,0.550322,-0.013879,1
316,'2019/12/08 21:58:53:158',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
317,'2019/12/08 21:58:53:161',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
318,'2019/12/08 21:58:53:212',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
319,'2019/12/08 21:58:53:216',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
320,'2019/12/08 21:58:53:255',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
321,'2019/12/08 21:58:53:258',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
322,'2019/12/08 21:58:53:305',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
323,'2019/12/08 21:58:53:310',1,0.224101,0.91965,-0.003551,0.897934,1.047773,0.190949,0.499031,0.0005,1
324,'2019/12/08 21:58:53:355',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
325,'2019/12/08 21:58:53:357',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
326,'2019/12/08 21:58:53:406',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
327,'2019/12/08 21:58:53:411',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
328,'2019/12/08 21:58:53:454',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
329,'2019/12/08 21:58:53:457',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
330,'2019/12/08 21:58:53:506',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
331,'2019/12/08 21:58:53:510',1,0.223682,0.967404,-0.018117,0.964177,1.031344,0.219149,0.423465,0.043663,1
332,'2019/12/08 21:58:53:555',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
333,'2019/12/08 21:58:53:558',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
334,'2019/12/08 21:58:53:608',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
335,'2019/12/08 21:58:53:613',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
336,'2019/12/08 21:58:53:655',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
337,'2019/12/08 21:58:53:658',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
338,'2019/12/08 21:58:53:706',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
339,'2019/12/08 21:58:53:709',1,0.197039,0.962884,-0.011046,0.898804,1.04179,0.232997,0.432203,0.082242,1
340,'2019/12/08 21:58:53:755',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
341,'2019/12/08 21:58:53:758',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
342,'2019/12/08 21:58:53:809',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
343,'2019/12/08 21:58:53:814',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
344,'2019/12/08 21:58:53:854',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
345,'2019/12/08 21:58:53:857',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
346,'2019/12/08 21:58:53:907',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
347,'2019/12/08 21:58:53:911',1,0.236541,0.953628,-0.005411,0.89836,1.038963,0.520177,0.397426,0.230965,1
348,'2019/12/08 21:58:53:955',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
349,'2019/12/08 21:58:53:958',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
350,'2019/12/08 21:58:54:006',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
351,'2019/12/08 21:58:54:011',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
352,'2019/12/08 21:58:54:056',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
353,'2019/12/08 21:58:54:061',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
354,'2019/12/08 21:58:54:108',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
355,'2019/12/08 21:58:54:113',1,0.292433,0.923031,0.006764,0.860222,1.044631,0.266636,0.414641,0.194557,1
356,'2019/12/08 21:58:54:157',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
357,'2019/12/08 21:58:54:160',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
358,'2019/12/08 21:58:54:212',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
359,'2019/12/08 21:58:54:216',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
360,'2019/12/08 21:58:54:255',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
361,'2019/12/08 21:58:54:258',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
362,'2019/12/08 21:58:54:306',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
363,'2019/12/08 21:58:54:311',1,0.333557,0.912569,0.030719,0.891973,1.037537,0.132639,0.446457,0.072603,1
364,'2019/12/08 21:58:54:355',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
365,'2019/12/08 21:58:54:358',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
366,'2019/12/08 21:58:54:407',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
367,'2019/12/08 21:58:54:410',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
368,'2019/12/08 21:58:54:456',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
369,'2019/12/08 21:58:54:459',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
370,'2019/12/08 21:58:54:505',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
371,'2019/12/08 21:58:54:508',1,0.346832,0.918489,0.038386,0.811768,1.044198,0.133208,0.42673,0.056754,1
372,'2019/12/08 21:58:54:558',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
373,'2019/12/08 21:58:54:560',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
374,'2019/12/08 21:58:54:606',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
375,'2019/12/08 21:58:54:612',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
376,'2019/12/08 21:58:54:655',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
377,'2019/12/08 21:58:54:658',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
378,'2019/12/08 21:58:54:706',1,0.32379,0.804358,0.050479,0.797652,1.042775,0.149394,0.523308,0.006439,1
379,'2019/12/08 21:58:54:709',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
380,'2019/12/08 21:58:54:755',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
381,'2019/12/08 21:58:54:759',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
382,'2019/12/08 21:58:54:805',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
383,'2019/12/08 21:58:54:809',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
384,'2019/12/08 21:58:54:857',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
385,'2019/12/08 21:58:54:861',1,0.326447,0.516459,0.035305,0.820054,1.021246,0.491938,0.492967,0.18234,1
386,'2019/12/08 21:58:54:907',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
387,'2019/12/08 21:58:54:912',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
388,'2019/12/08 21:58:54:955',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
389,'2019/12/08 21:58:54:958',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
390,'2019/12/08 21:58:55:005',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
391,'2019/12/08 21:58:55:007',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
392,'2019/12/08 21:58:55:070',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
393,'2019/12/08 21:58:55:105',1,0.215419,0.452017,0.044953,0.642087,0.946217,0.549442,0.535023,0.468204,1
394,'2019/12/08 21:58:55:108',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
395,'2019/12/08 21:58:55:155',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
396,'2019/12/08 21:58:55:158',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
397,'2019/12/08 21:58:55:203',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
398,'2019/12/08 21:58:55:206',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
399,'2019/12/08 21:58:55:255',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
400,'2019/12/08 21:58:55:259',1,0.202837,0.309356,-0.005789,0.731081,0.979513,0.75392,0.537534,0.729789,1
401,'2019/12/08 21:58:55:304',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
402,'2019/12/08 21:58:55:307',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
403,'2019/12/08 21:58:55:354',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
404,'2019/12/08 21:58:55:357',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
405,'2019/12/08 21:58:55:405',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
406,'2019/12/08 21:58:55:409',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
407,'2019/12/08 21:58:55:454',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
408,'2019/12/08 21:58:55:457',1,0.190442,0.350368,-0.019708,0.730856,0.948858,0.785103,0.549146,0.778874,1
409,'2019/12/08 21:58:55:507',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
410,'2019/12/08 21:58:55:509',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
411,'2019/12/08 21:58:55:554',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
412,'2019/12/08 21:58:55:556',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
413,'2019/12/08 21:58:55:605',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
414,'2019/12/08 21:58:55:609',1,0.174902,0.32591,-0.026798,0.78866,0.986871,0.769627,0.569968,0.779033,1
415,'2019/12/08 21:58:55:654',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
416,'2019/12/08 21:58:55:656',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
417,'2019/12/08 21:58:55:707',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
418,'2019/12/08 21:58:55:711',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
419,'2019/12/08 21:58:55:754',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
420,'2019/12/08 21:58:55:756',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
421,'2019/12/08 21:58:55:806',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
422,'2019/12/08 21:58:55:811',1,0.204536,0.346218,-0.010201,0.73765,1.009724,0.669791,0.596654,0.823735,1
423,'2019/12/08 21:58:55:854',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
424,'2019/12/08 21:58:55:857',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
425,'2019/12/08 21:58:55:904',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
426,'2019/12/08 21:58:55:906',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
427,'2019/12/08 21:58:55:955',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
428,'2019/12/08 21:58:55:958',1,0.202222,0.357929,-0.007985,0.791751,1.026219,0.679936,0.645453,0.843985,1
429,'2019/12/08 21:58:56:004',1,0.199556,0.668428,0.047821,0.758412,0.999556,0.655046,0.607406,0.861989,1
