@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
1820,'2019/12/13 10:58:51:216',4,0.469794,0.521425,0.418589,0.518712,0.474707,0.110053,0.54004,0.479573,0.56477,0.478863,0.573435,0.327319,116.243958,3
1821,'2019/12/13 10:58:51:248',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1822,'2019/12/13 10:58:51:249',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1823,'2019/12/13 10:58:51:265',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1824,'2019/12/13 10:58:51:297',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1825,'2019/12/13 10:58:51:313',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1826,'2019/12/13 10:58:51:348',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1827,'2019/12/13 10:58:51:351',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1828,'2019/12/13 10:58:51:367',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1829,'2019/12/13 10:58:51:398',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1830,'2019/12/13 10:58:51:415',4,0.401109,0.512712,0.41324,0.527331,0.446138,0.125064,0.401109,0.512712,0.495769,0.529299,0.542004,0.335122,100.860352,3
1831,'2019/12/13 10:58:51:448',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1832,'2019/12/13 10:58:51:464',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1833,'2019/12/13 10:58:51:497',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1834,'2019/12/13 10:58:51:501',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1835,'2019/12/13 10:58:51:545',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1836,'2019/12/13 10:58:51:548',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1837,'2019/12/13 10:58:51:563',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1838,'2019/12/13 10:58:51:596',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1839,'2019/12/13 10:58:51:599',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1840,'2019/12/13 10:58:51:615',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1841,'2019/12/13 10:58:51:647',4,0.38976,0.530707,0.352037,0.54573,0.462991,0.130314,0.38976,0.530707,0.494677,0.515989,0.53328,0.349389,93.887962,3
1842,'2019/12/13 10:58:51:648',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1843,'2019/12/13 10:58:51:664',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1844,'2019/12/13 10:58:51:696',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1845,'2019/12/13 10:58:51:713',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1846,'2019/12/13 10:58:51:746',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1847,'2019/12/13 10:58:51:749',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1848,'2019/12/13 10:58:51:765',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1849,'2019/12/13 10:58:51:797',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1850,'2019/12/13 10:58:51:815',4,0.406068,0.517829,0.354424,0.528588,0.446572,0.156586,0.406068,0.517829,0.497299,0.510145,0.533096,0.354857,108.081306,3
1851,'2019/12/13 10:58:51:847',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1852,'2019/12/13 10:58:51:864',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1853,'2019/12/13 10:58:51:896',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1854,'2019/12/13 10:58:51:898',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1855,'2019/12/13 10:58:51:914',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1856,'2019/12/13 10:58:51:947',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1857,'2019/12/13 10:58:51:964',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1858,'2019/12/13 10:58:51:996',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1859,'2019/12/13 10:58:51:999',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1860,'2019/12/13 10:58:52:015',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1861,'2019/12/13 10:58:52:046',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1862,'2019/12/13 10:58:52:048',4,0.410425,0.519587,0.356619,0.531566,0.458569,0.147262,0.410425,0.519587,0.559204,0.472175,0.531424,0.353585,88.966118,3
1863,'2019/12/13 10:58:52:067',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1864,'2019/12/13 10:58:52:096',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1865,'2019/12/13 10:58:52:114',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1866,'2019/12/13 10:58:52:146',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1867,'2019/12/13 10:58:52:149',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1868,'2019/12/13 10:58:52:164',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1869,'2019/12/13 10:58:52:197',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1870,'2019/12/13 10:58:52:199',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1871,'2019/12/13 10:58:52:217',4,0.415236,0.516893,0.377301,0.561452,0.465738,0.146385,0.415236,0.516893,0.565423,0.48676,0.553777,0.343587,98.883736,3
1872,'2019/12/13 10:58:52:253',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1873,'2019/12/13 10:58:52:255',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1874,'2019/12/13 10:58:52:297',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1875,'2019/12/13 10:58:52:298',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1876,'2019/12/13 10:58:52:314',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1877,'2019/12/13 10:58:52:346',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1878,'2019/12/13 10:58:52:363',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1879,'2019/12/13 10:58:52:397',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1880,'2019/12/13 10:58:52:399',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1881,'2019/12/13 10:58:52:415',4,0.484946,0.532804,0.414753,0.530574,0.463419,0.137833,0.484946,0.532804,0.55558,0.530985,0.591577,0.367486,121.57164,3
1882,'2019/12/13 10:58:52:446',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1883,'2019/12/13 10:58:52:448',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1884,'2019/12/13 10:58:52:464',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1885,'2019/12/13 10:58:52:496',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1886,'2019/12/13 10:58:52:514',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1887,'2019/12/13 10:58:52:546',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1888,'2019/12/13 10:58:52:549',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1889,'2019/12/13 10:58:52:565',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1890,'2019/12/13 10:58:52:596',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1891,'2019/12/13 10:58:52:615',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1892,'2019/12/13 10:58:52:645',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1893,'2019/12/13 10:58:52:646',4,0.577682,0.441514,0.617686,0.420653,0.519448,0.129088,0.577682,0.441514,0.613466,0.494546,0.633482,0.344136,112.2379,3
1894,'2019/12/13 10:58:52:663',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1895,'2019/12/13 10:58:52:697',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1896,'2019/12/13 10:58:52:713',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1897,'2019/12/13 10:58:52:745',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1898,'2019/12/13 10:58:52:748',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1899,'2019/12/13 10:58:52:764',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1900,'2019/12/13 10:58:52:798',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1901,'2019/12/13 10:58:52:800',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1902,'2019/12/13 10:58:52:816',4,0.537012,0.529661,0.483502,0.522989,0.509449,0.144296,0.537012,0.529661,0.605779,0.505339,0.642563,0.361074,119.336006,3
1903,'2019/12/13 10:58:52:845',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1904,'2019/12/13 10:58:52:849',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1905,'2019/12/13 10:58:52:864',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1906,'2019/12/13 10:58:52:895',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1907,'2019/12/13 10:58:52:913',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1908,'2019/12/13 10:58:52:945',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1909,'2019/12/13 10:58:52:948',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1910,'2019/12/13 10:58:52:963',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1911,'2019/12/13 10:58:52:996',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1912,'2019/12/13 10:58:53:014',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1913,'2019/12/13 10:58:53:045',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1914,'2019/12/13 10:58:53:047',4,0.530836,0.528571,0.48646,0.563636,0.52062,0.178903,0.530836,0.528571,0.613127,0.526259,0.647897,0.386021,117.881149,3
1915,'2019/12/13 10:58:53:063',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1916,'2019/12/13 10:58:53:095',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1917,'2019/12/13 10:58:53:098',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1918,'2019/12/13 10:58:53:113',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1919,'2019/12/13 10:58:53:145',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1920,'2019/12/13 10:58:53:146',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1921,'2019/12/13 10:58:53:164',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1922,'2019/12/13 10:58:53:195',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1923,'2019/12/13 10:58:53:197',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1924,'2019/12/13 10:58:53:214',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1925,'2019/12/13 10:58:53:245',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1926,'2019/12/13 10:58:53:247',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1927,'2019/12/13 10:58:53:265',4,0.555104,0.520752,0.572708,0.517831,0.553579,0.180982,0.555104,0.520752,0.623892,0.524353,0.660062,0.396627,108.759918,3
1928,'2019/12/13 10:58:53:296',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1929,'2019/12/13 10:58:53:297',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1930,'2019/12/13 10:58:53:313',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1931,'2019/12/13 10:58:53:345',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1932,'2019/12/13 10:58:53:364',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1933,'2019/12/13 10:58:53:396',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1934,'2019/12/13 10:58:53:399',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1935,'2019/12/13 10:58:53:414',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1936,'2019/12/13 10:58:53:445',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1937,'2019/12/13 10:58:53:448',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1938,'2019/12/13 10:58:53:464',4,0.561739,0.537337,0.608397,0.543951,0.582635,0.186254,0.601471,0.52827,0.635604,0.532498,0.681282,0.371243,117.258995,3
1939,'2019/12/13 10:58:53:496',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1940,'2019/12/13 10:58:53:498',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1941,'2019/12/13 10:58:53:513',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1942,'2019/12/13 10:58:53:544',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1943,'2019/12/13 10:58:53:547',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1944,'2019/12/13 10:58:53:564',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1945,'2019/12/13 10:58:53:595',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1946,'2019/12/13 10:58:53:598',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1947,'2019/12/13 10:58:53:613',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1948,'2019/12/13 10:58:53:644',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1949,'2019/12/13 10:58:53:648',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1950,'2019/12/13 10:58:53:664',4,0.572419,0.564587,0.561259,0.567932,0.586352,0.179737,0.607688,0.536595,0.658678,0.543631,0.70826,0.37573,121.276001,3
1951,'2019/12/13 10:58:53:694',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1952,'2019/12/13 10:58:53:699',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1953,'2019/12/13 10:58:53:715',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1954,'2019/12/13 10:58:53:744',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1955,'2019/12/13 10:58:53:758',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1956,'2019/12/13 10:58:53:763',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1957,'2019/12/13 10:58:53:794',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1958,'2019/12/13 10:58:53:798',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1959,'2019/12/13 10:58:53:813',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1960,'2019/12/13 10:58:53:844',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1961,'2019/12/13 10:58:53:847',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1962,'2019/12/13 10:58:53:864',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1963,'2019/12/13 10:58:53:894',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1964,'2019/12/13 10:58:53:897',4,0.582664,0.567439,0.56277,0.563729,0.596915,0.177458,0.648248,0.523683,0.683449,0.541494,0.714429,0.392673,128.968933,3
1965,'2019/12/13 10:58:53:913',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1966,'2019/12/13 10:58:53:944',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1967,'2019/12/13 10:58:53:947',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1968,'2019/12/13 10:58:53:963',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1969,'2019/12/13 10:58:53:995',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1970,'2019/12/13 10:58:53:998',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1971,'2019/12/13 10:58:54:014',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1972,'2019/12/13 10:58:54:044',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1973,'2019/12/13 10:58:54:047',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1974,'2019/12/13 10:58:54:064',4,0.584099,0.567285,0.567375,0.567799,0.608745,0.179513,0.641449,0.525991,0.679348,0.542226,0.712844,0.38531,125.966217,3
1975,'2019/12/13 10:58:54:096',4,0.574462,0.572944,0.557876,0.569598,0.606134,0.17953,0.608204,0.53985,0.680917,0.526232,0.710699,0.393407,124.097458,3
