@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
2411,'2019/12/13 10:59:17:731',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2412,'2019/12/13 10:59:17:748',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2413,'2019/12/13 10:59:17:764',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2414,'2019/12/13 10:59:17:780',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2415,'2019/12/13 10:59:17:797',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2416,'2019/12/13 10:59:17:829',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2417,'2019/12/13 10:59:17:832',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2418,'2019/12/13 10:59:17:849',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2419,'2019/12/13 10:59:17:864',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2420,'2019/12/13 10:59:17:881',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2421,'2019/12/13 10:59:17:897',5,0.666104,0.978056,0.480693,0.745614,0.521663,0.404674,0.207246,0.869424,0.223667,0.923506,0.433546,0.327849,302.759491,4
2422,'2019/12/13 10:59:17:914',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2423,'2019/12/13 10:59:17:931',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2424,'2019/12/13 10:59:17:947',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2425,'2019/12/13 10:59:17:964',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2426,'2019/12/13 10:59:17:980',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2427,'2019/12/13 10:59:17:997',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2428,'2019/12/13 10:59:18:015',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2429,'2019/12/13 10:59:18:031',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2430,'2019/12/13 10:59:18:048',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2431,'2019/12/13 10:59:18:064',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2432,'2019/12/13 10:59:18:083',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2433,'2019/12/13 10:59:18:097',5,0.666858,0.977355,0.475981,0.749764,0.521067,0.409766,0.190341,0.883373,0.193169,0.940978,0.38603,0.320134,317.484375,4
2434,'2019/12/13 10:59:18:115',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2435,'2019/12/13 10:59:18:133',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2436,'2019/12/13 10:59:18:147',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2437,'2019/12/13 10:59:18:163',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2438,'2019/12/13 10:59:18:180',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2439,'2019/12/13 10:59:18:197',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2440,'2019/12/13 10:59:18:213',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2441,'2019/12/13 10:59:18:230',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2442,'2019/12/13 10:59:18:247',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2443,'2019/12/13 10:59:18:264',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2444,'2019/12/13 10:59:18:281',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2445,'2019/12/13 10:59:18:297',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2446,'2019/12/13 10:59:18:313',5,0.685456,0.993028,0.531386,0.874771,0.514137,0.420416,0.318917,0.922291,-0.007832,0.913037,0.388502,0.342475,300.68689,4
2447,'2019/12/13 10:59:18:337',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2448,'2019/12/13 10:59:18:350',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2449,'2019/12/13 10:59:18:367',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2450,'2019/12/13 10:59:18:383',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2451,'2019/12/13 10:59:18:399',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2452,'2019/12/13 10:59:18:416',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2453,'2019/12/13 10:59:18:432',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2454,'2019/12/13 10:59:18:448',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2455,'2019/12/13 10:59:18:465',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2456,'2019/12/13 10:59:18:481',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2457,'2019/12/13 10:59:18:497',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2458,'2019/12/13 10:59:18:514',5,0.685656,0.981684,0.54738,0.978531,0.507684,0.412021,0.398226,0.88686,0.044985,0.798119,0.395328,0.350975,286.858002,4
2459,'2019/12/13 10:59:18:530',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2460,'2019/12/13 10:59:18:547',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2461,'2019/12/13 10:59:18:563',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2462,'2019/12/13 10:59:18:580',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2463,'2019/12/13 10:59:18:597',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2464,'2019/12/13 10:59:18:614',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2465,'2019/12/13 10:59:18:631',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2466,'2019/12/13 10:59:18:648',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2467,'2019/12/13 10:59:18:664',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2468,'2019/12/13 10:59:18:681',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2469,'2019/12/13 10:59:18:697',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2470,'2019/12/13 10:59:18:713',5,0.679208,0.988557,0.53625,0.980364,0.506773,0.402025,0.465605,0.877761,0.051111,0.811831,0.395944,0.34506,279.502655,4
2471,'2019/12/13 10:59:18:730',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2472,'2019/12/13 10:59:18:747',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2473,'2019/12/13 10:59:18:763',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2474,'2019/12/13 10:59:18:780',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2475,'2019/12/13 10:59:18:798',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2476,'2019/12/13 10:59:18:814',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2477,'2019/12/13 10:59:18:831',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2478,'2019/12/13 10:59:18:848',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2479,'2019/12/13 10:59:18:864',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2480,'2019/12/13 10:59:18:880',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2481,'2019/12/13 10:59:18:897',5,0.33491,0.846635,0.04616,0.81653,0.401014,0.351781,0.684608,0.977359,0.480789,0.786061,0.504439,0.397909,281.770996,4
2482,'2019/12/13 10:59:18:964',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2483,'2019/12/13 10:59:18:967',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2484,'2019/12/13 10:59:18:983',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2485,'2019/12/13 10:59:18:999',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2486,'2019/12/13 10:59:19:017',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2487,'2019/12/13 10:59:19:033',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2488,'2019/12/13 10:59:19:051',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2489,'2019/12/13 10:59:19:080',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2490,'2019/12/13 10:59:19:082',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2491,'2019/12/13 10:59:19:097',5,0.297768,0.716307,0.132857,0.824074,0.397183,0.351229,0.694512,1.044766,0.538058,0.831491,0.50458,0.404871,290.828094,4
2492,'2019/12/13 10:59:19:118',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2493,'2019/12/13 10:59:19:130',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2494,'2019/12/13 10:59:19:147',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2495,'2019/12/13 10:59:19:163',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2496,'2019/12/13 10:59:19:181',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2497,'2019/12/13 10:59:19:198',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2498,'2019/12/13 10:59:19:215',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2499,'2019/12/13 10:59:19:231',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2500,'2019/12/13 10:59:19:248',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2501,'2019/12/13 10:59:19:264',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2502,'2019/12/13 10:59:19:285',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2503,'2019/12/13 10:59:19:298',5,0.692674,1.047447,0.530441,0.885567,0.507068,0.410531,0.336202,0.850459,0.054448,0.810981,0.394819,0.3489,287.469574,4
2504,'2019/12/13 10:59:19:314',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2505,'2019/12/13 10:59:19:330',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2506,'2019/12/13 10:59:19:347',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2507,'2019/12/13 10:59:19:364',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2508,'2019/12/13 10:59:19:381',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2509,'2019/12/13 10:59:19:398',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2510,'2019/12/13 10:59:19:414',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2511,'2019/12/13 10:59:19:432',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2512,'2019/12/13 10:59:19:448',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2513,'2019/12/13 10:59:19:465',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2514,'2019/12/13 10:59:19:481',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2515,'2019/12/13 10:59:19:497',5,0.68845,0.9859,0.480716,0.826947,0.525301,0.378128,0.400041,0.848532,0.054838,0.811527,0.390877,0.345142,253.389465,4
2516,'2019/12/13 10:59:19:515',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2517,'2019/12/13 10:59:19:530',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2518,'2019/12/13 10:59:19:547',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2519,'2019/12/13 10:59:19:564',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2520,'2019/12/13 10:59:19:580',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2521,'2019/12/13 10:59:19:599',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2522,'2019/12/13 10:59:19:615',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2523,'2019/12/13 10:59:19:631',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2524,'2019/12/13 10:59:19:649',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2525,'2019/12/13 10:59:19:664',5,0.69448,0.984651,0.533222,0.883411,0.526024,0.39992,0.390402,0.857822,0.054485,0.810647,0.387824,0.36224,281.804962,4
2526,'2019/12/13 10:59:19:680',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2527,'2019/12/13 10:59:19:697',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2528,'2019/12/13 10:59:19:714',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2529,'2019/12/13 10:59:19:730',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2530,'2019/12/13 10:59:19:747',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2531,'2019/12/13 10:59:19:766',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2532,'2019/12/13 10:59:19:781',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2533,'2019/12/13 10:59:19:798',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2534,'2019/12/13 10:59:19:814',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2535,'2019/12/13 10:59:19:832',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2536,'2019/12/13 10:59:19:849',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2537,'2019/12/13 10:59:19:864',5,0.695298,0.986616,0.536552,0.857463,0.527763,0.408971,0.343856,0.853776,0.061059,0.8065,0.382279,0.364411,287.849762,4
2538,'2019/12/13 10:59:19:881',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2539,'2019/12/13 10:59:19:898',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2540,'2019/12/13 10:59:19:914',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2541,'2019/12/13 10:59:19:930',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2542,'2019/12/13 10:59:19:947',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2543,'2019/12/13 10:59:19:964',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2544,'2019/12/13 10:59:19:981',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2545,'2019/12/13 10:59:19:998',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2546,'2019/12/13 10:59:20:015',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2547,'2019/12/13 10:59:20:031',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2548,'2019/12/13 10:59:20:047',5,0.686428,0.990361,0.476978,0.773636,0.525971,0.409895,0.402268,0.855856,0.06298,0.799488,0.384753,0.363659,306.631012,4
2549,'2019/12/13 10:59:20:064',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2550,'2019/12/13 10:59:20:083',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2551,'2019/12/13 10:59:20:097',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2552,'2019/12/13 10:59:20:114',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2553,'2019/12/13 10:59:20:131',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2554,'2019/12/13 10:59:20:148',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2555,'2019/12/13 10:59:20:164',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2556,'2019/12/13 10:59:20:180',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2557,'2019/12/13 10:59:20:197',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2558,'2019/12/13 10:59:20:215',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2559,'2019/12/13 10:59:20:231',5,0.687987,0.989371,0.536847,0.889221,0.521724,0.4106,0.396808,0.814838,0.306551,0.484423,0.386896,0.361798,298.439423,4
2560,'2019/12/13 10:59:20:247',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
2561,'2019/12/13 10:59:20:263',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
2562,'2019/12/13 10:59:20:280',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
2563,'2019/12/13 10:59:20:297',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
2564,'2019/12/13 10:59:20:314',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
2565,'2019/12/13 10:59:20:331',5,0.663642,0.964459,0.474011,0.831688,0.516375,0.411743,0.458299,0.793239,0.018862,0.853214,0.385745,0.369339,294.094879,4
