@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 numeric

@data
130,'2019/11/12 12:11:33:860',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
131,'2019/11/12 12:11:33:876',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
132,'2019/11/12 12:11:33:892',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
133,'2019/11/12 12:11:33:909',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
134,'2019/11/12 12:11:33:925',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
135,'2019/11/12 12:11:33:943',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
136,'2019/11/12 12:11:33:959',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
137,'2019/11/12 12:11:33:975',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
138,'2019/11/12 12:11:33:991',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
139,'2019/11/12 12:11:34:010',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
140,'2019/11/12 12:11:34:025',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
141,'2019/11/12 12:11:34:044',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
142,'2019/11/12 12:11:34:059',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
143,'2019/11/12 12:11:34:076',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
144,'2019/11/12 12:11:34:093',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
145,'2019/11/12 12:11:34:109',2,0.718279,0.271636,0.727911,0.266267,0.719671,0.265292,0.733584,0.275121,0.715986,0.277465,0.763681,0.352876,0.676387,0.359716,0.78521,0.50078,0.647638,0.474052,0.781979,0.601549,0.66333,0.559476,0.747473,0.589595,0.687516,0.582549,0.742849,0.762575,0.694884,0.760099,0.760036,0.877069,0.698288,0.860585,?
146,'2019/11/12 12:11:34:127',2,0.719268,0.270883,0.728322,0.255536,0.709922,0.258677,0.731878,0.269793,0.695452,0.269029,0.760853,0.351951,0.674658,0.357853,0.791009,0.498153,0.654091,0.47989,0.80433,0.599518,0.638264,0.594489,0.74688,0.587907,0.690297,0.579246,0.749148,0.7545,0.698188,0.751094,0.748523,0.854708,0.696747,0.840491,?
147,'2019/11/12 12:11:34:142',2,0.719268,0.270883,0.728322,0.255536,0.709922,0.258677,0.731878,0.269793,0.695452,0.269029,0.760853,0.351951,0.674658,0.357853,0.791009,0.498153,0.654091,0.47989,0.80433,0.599518,0.638264,0.594489,0.74688,0.587907,0.690297,0.579246,0.749148,0.7545,0.698188,0.751094,0.748523,0.854708,0.696747,0.840491,?
148,'2019/11/12 12:11:34:160',2,0.719268,0.270883,0.728322,0.255536,0.709922,0.258677,0.731878,0.269793,0.695452,0.269029,0.760853,0.351951,0.674658,0.357853,0.791009,0.498153,0.654091,0.47989,0.80433,0.599518,0.638264,0.594489,0.74688,0.587907,0.690297,0.579246,0.749148,0.7545,0.698188,0.751094,0.748523,0.854708,0.696747,0.840491,?
149,'2019/11/12 12:11:35:860',3,0.724156,0.277613,0.730383,0.271415,0.718722,0.266843,0.735578,0.282363,0.702574,0.27632,0.785993,0.356359,0.682262,0.355258,0.819659,0.379786,0.650394,0.399233,0.821876,0.378913,0.655605,0.407443,0.736167,0.569514,0.697761,0.562692,0.741392,0.752269,0.68192,0.730355,0.756175,0.868436,0.700723,0.860702,?
150,'2019/11/12 12:11:35:876',3,0.724156,0.277613,0.730383,0.271415,0.718722,0.266843,0.735578,0.282363,0.702574,0.27632,0.785993,0.356359,0.682262,0.355258,0.819659,0.379786,0.650394,0.399233,0.821876,0.378913,0.655605,0.407443,0.736167,0.569514,0.697761,0.562692,0.741392,0.752269,0.68192,0.730355,0.756175,0.868436,0.700723,0.860702,?
151,'2019/11/12 12:11:35:892',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
152,'2019/11/12 12:11:35:912',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
153,'2019/11/12 12:11:35:926',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
154,'2019/11/12 12:11:35:942',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
155,'2019/11/12 12:11:35:959',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
156,'2019/11/12 12:11:35:977',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
157,'2019/11/12 12:11:35:993',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
158,'2019/11/12 12:11:36:009',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
159,'2019/11/12 12:11:36:026',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
160,'2019/11/12 12:11:36:042',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
161,'2019/11/12 12:11:36:059',3,0.725185,0.277652,0.731278,0.271062,0.720426,0.265723,0.735578,0.282895,0.702406,0.276103,0.785025,0.356136,0.682495,0.355165,0.816246,0.382984,0.650941,0.399911,0.81077,0.373383,0.660401,0.406129,0.734918,0.570499,0.697762,0.564808,0.743084,0.755604,0.690915,0.745257,0.760823,0.874678,0.703335,0.866551,?
162,'2019/11/12 12:11:36:075',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
163,'2019/11/12 12:11:36:094',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
164,'2019/11/12 12:11:36:109',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
165,'2019/11/12 12:11:36:126',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
166,'2019/11/12 12:11:36:142',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
167,'2019/11/12 12:11:36:160',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
168,'2019/11/12 12:11:36:175',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
169,'2019/11/12 12:11:36:192',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
170,'2019/11/12 12:11:36:209',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
171,'2019/11/12 12:11:36:226',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
172,'2019/11/12 12:11:36:242',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
173,'2019/11/12 12:11:36:259',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
174,'2019/11/12 12:11:36:276',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
175,'2019/11/12 12:11:36:294',3,0.725191,0.27632,0.730774,0.270424,0.720475,0.265365,0.735659,0.282427,0.702972,0.275904,0.782562,0.361969,0.683115,0.353977,0.820967,0.381876,0.650913,0.400048,0.816158,0.374465,0.657724,0.401043,0.735766,0.571394,0.698025,0.566742,0.743355,0.755528,0.692467,0.74447,0.761421,0.873725,0.703489,0.872064,?
176,'2019/11/12 12:11:36:309',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
177,'2019/11/12 12:11:36:327',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
178,'2019/11/12 12:11:36:343',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
179,'2019/11/12 12:11:36:359',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
180,'2019/11/12 12:11:36:377',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
181,'2019/11/12 12:11:36:393',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
182,'2019/11/12 12:11:36:411',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
183,'2019/11/12 12:11:36:426',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
184,'2019/11/12 12:11:36:442',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
185,'2019/11/12 12:11:36:460',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
186,'2019/11/12 12:11:36:476',3,0.727442,0.275801,0.732765,0.269545,0.72205,0.264881,0.736041,0.281723,0.703565,0.276014,0.783646,0.35561,0.682858,0.353198,0.816121,0.381249,0.650845,0.398767,0.814884,0.376957,0.656479,0.403761,0.735161,0.57065,0.697871,0.564529,0.745049,0.755151,0.690569,0.745806,0.761583,0.872414,0.701594,0.871129,?
187,'2019/11/12 12:11:36:491',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
188,'2019/11/12 12:11:36:510',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
189,'2019/11/12 12:11:36:525',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
190,'2019/11/12 12:11:36:542',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
191,'2019/11/12 12:11:36:559',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
192,'2019/11/12 12:11:36:578',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
193,'2019/11/12 12:11:36:592',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
194,'2019/11/12 12:11:36:609',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
195,'2019/11/12 12:11:36:626',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
196,'2019/11/12 12:11:36:642',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
197,'2019/11/12 12:11:36:659',3,0.725197,0.275821,0.730909,0.269672,0.720648,0.264995,0.735292,0.281273,0.702284,0.27494,0.786098,0.355693,0.682127,0.351332,0.816563,0.380489,0.650836,0.399784,0.813002,0.369828,0.654991,0.398219,0.734869,0.570232,0.697359,0.563849,0.740757,0.756102,0.686256,0.744419,0.759388,0.874362,0.70054,0.872848,?
198,'2019/11/12 12:11:36:676',3,0.725604,0.275351,0.730128,0.269751,0.721519,0.26482,0.732782,0.282008,0.702366,0.274076,0.78573,0.35465,0.682645,0.353155,0.810954,0.382048,0.650208,0.399738,0.812683,0.372659,0.663327,0.414825,0.735161,0.571335,0.696493,0.565093,0.73987,0.762258,0.687671,0.747907,0.758538,0.880445,0.701546,0.882296,?
199,'2019/11/12 12:11:36:693',3,0.725604,0.275351,0.730128,0.269751,0.721519,0.26482,0.732782,0.282008,0.702366,0.274076,0.78573,0.35465,0.682645,0.353155,0.810954,0.382048,0.650208,0.399738,0.812683,0.372659,0.663327,0.414825,0.735161,0.571335,0.696493,0.565093,0.73987,0.762258,0.687671,0.747907,0.758538,0.880445,0.701546,0.882296,?
