@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 numeric

@data
60,'2019/11/12 12:11:24:943',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
61,'2019/11/12 12:11:24:959',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
62,'2019/11/12 12:11:24:974',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
63,'2019/11/12 12:11:24:989',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
64,'2019/11/12 12:11:25:006',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
65,'2019/11/12 12:11:25:025',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
66,'2019/11/12 12:11:25:042',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
67,'2019/11/12 12:11:25:058',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
68,'2019/11/12 12:11:25:075',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
69,'2019/11/12 12:11:25:092',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
70,'2019/11/12 12:11:25:112',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
71,'2019/11/12 12:11:25:123',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
72,'2019/11/12 12:11:25:140',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
73,'2019/11/12 12:11:25:157',1,0.719715,0.275803,0.731134,0.271133,0.722765,0.268625,0.733388,0.280148,0.701683,0.274884,0.763671,0.353882,0.679435,0.36625,0.788665,0.498801,0.641569,0.481579,0.789815,0.594827,0.643402,0.588773,0.745754,0.586089,0.686687,0.584449,0.74522,0.765437,0.695083,0.760037,0.762591,0.877134,0.699844,0.869446,?
74,'2019/11/12 12:11:25:176',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
75,'2019/11/12 12:11:25:192',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
76,'2019/11/12 12:11:25:209',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
77,'2019/11/12 12:11:25:224',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
78,'2019/11/12 12:11:25:243',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
79,'2019/11/12 12:11:25:257',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
80,'2019/11/12 12:11:25:274',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
81,'2019/11/12 12:11:25:291',1,0.719288,0.275667,0.732424,0.269705,0.723538,0.266403,0.733613,0.280982,0.699681,0.273947,0.760545,0.354069,0.677682,0.366135,0.786778,0.499458,0.654549,0.482931,0.793145,0.592386,0.642681,0.594918,0.745405,0.589966,0.686974,0.586386,0.744929,0.766931,0.692948,0.764226,0.76124,0.877245,0.696738,0.869268,?
82,'2019/11/12 12:11:33:058',2,0.719255,0.279592,0.727096,0.269756,0.714307,0.257324,0.732759,0.283214,0.702157,0.273079,0.751929,0.346127,0.682499,0.348311,0.815442,0.397253,0.639503,0.393642,0.818458,0.441037,0.638655,0.421984,0.733999,0.57032,0.699798,0.56733,0.743252,0.740394,0.68992,0.729908,0.762847,0.865548,0.704323,0.855651,?
83,'2019/11/12 12:11:33:076',2,0.719255,0.279592,0.727096,0.269756,0.714307,0.257324,0.732759,0.283214,0.702157,0.273079,0.751929,0.346127,0.682499,0.348311,0.815442,0.397253,0.639503,0.393642,0.818458,0.441037,0.638655,0.421984,0.733999,0.57032,0.699798,0.56733,0.743252,0.740394,0.68992,0.729908,0.762847,0.865548,0.704323,0.855651,?
84,'2019/11/12 12:11:33:092',2,0.719255,0.279592,0.727096,0.269756,0.714307,0.257324,0.732759,0.283214,0.702157,0.273079,0.751929,0.346127,0.682499,0.348311,0.815442,0.397253,0.639503,0.393642,0.818458,0.441037,0.638655,0.421984,0.733999,0.57032,0.699798,0.56733,0.743252,0.740394,0.68992,0.729908,0.762847,0.865548,0.704323,0.855651,?
85,'2019/11/12 12:11:33:110',2,0.719255,0.279592,0.727096,0.269756,0.714307,0.257324,0.732759,0.283214,0.702157,0.273079,0.751929,0.346127,0.682499,0.348311,0.815442,0.397253,0.639503,0.393642,0.818458,0.441037,0.638655,0.421984,0.733999,0.57032,0.699798,0.56733,0.743252,0.740394,0.68992,0.729908,0.762847,0.865548,0.704323,0.855651,?
86,'2019/11/12 12:11:33:126',2,0.719255,0.279592,0.727096,0.269756,0.714307,0.257324,0.732759,0.283214,0.702157,0.273079,0.751929,0.346127,0.682499,0.348311,0.815442,0.397253,0.639503,0.393642,0.818458,0.441037,0.638655,0.421984,0.733999,0.57032,0.699798,0.56733,0.743252,0.740394,0.68992,0.729908,0.762847,0.865548,0.704323,0.855651,?
87,'2019/11/12 12:11:33:143',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
88,'2019/11/12 12:11:33:159',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
89,'2019/11/12 12:11:33:176',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
90,'2019/11/12 12:11:33:193',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
91,'2019/11/12 12:11:33:210',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
92,'2019/11/12 12:11:33:225',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
93,'2019/11/12 12:11:33:242',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
94,'2019/11/12 12:11:33:260',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
95,'2019/11/12 12:11:33:276',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
96,'2019/11/12 12:11:33:291',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
97,'2019/11/12 12:11:33:309',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
98,'2019/11/12 12:11:33:326',2,0.71415,0.273281,0.711588,0.261417,0.706342,0.260123,0.725361,0.275591,0.695856,0.269586,0.754256,0.359008,0.672701,0.35291,0.78637,0.488626,0.648337,0.468035,0.784197,0.578814,0.652219,0.564882,0.741869,0.572946,0.685416,0.57713,0.740895,0.735149,0.682271,0.726572,0.756788,0.858016,0.69658,0.840173,?
99,'2019/11/12 12:11:33:344',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
100,'2019/11/12 12:11:33:357',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
101,'2019/11/12 12:11:33:376',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
102,'2019/11/12 12:11:33:392',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
103,'2019/11/12 12:11:33:409',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
104,'2019/11/12 12:11:33:426',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
105,'2019/11/12 12:11:33:442',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
106,'2019/11/12 12:11:33:459',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
107,'2019/11/12 12:11:33:476',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
108,'2019/11/12 12:11:33:492',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
109,'2019/11/12 12:11:33:509',2,0.712179,0.278645,0.704181,0.268134,0.703474,0.267528,0.721505,0.278833,0.693253,0.277382,0.755315,0.351818,0.678012,0.368198,0.803212,0.486113,0.651403,0.485258,0.818073,0.599802,0.662172,0.602903,0.749995,0.594582,0.695593,0.586574,0.749301,0.761924,0.699926,0.764108,0.760859,0.856421,0.702489,0.842859,?
110,'2019/11/12 12:11:33:525',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
111,'2019/11/12 12:11:33:543',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
112,'2019/11/12 12:11:33:560',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
113,'2019/11/12 12:11:33:575',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
114,'2019/11/12 12:11:33:592',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
115,'2019/11/12 12:11:33:610',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
116,'2019/11/12 12:11:33:626',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
117,'2019/11/12 12:11:33:643',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
118,'2019/11/12 12:11:33:659',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
119,'2019/11/12 12:11:33:677',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
120,'2019/11/12 12:11:33:692',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
121,'2019/11/12 12:11:33:709',2,0.715819,0.273289,0.720786,0.257305,0.707772,0.252615,0.726462,0.274432,0.695512,0.268544,0.757414,0.349845,0.671777,0.35612,0.806459,0.479516,0.647772,0.475626,0.819527,0.588549,0.663569,0.576737,0.744952,0.58676,0.688436,0.57846,0.74738,0.752844,0.699199,0.749086,0.756481,0.857657,0.702558,0.854163,?
122,'2019/11/12 12:11:33:726',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
123,'2019/11/12 12:11:33:741',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
124,'2019/11/12 12:11:33:759',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
125,'2019/11/12 12:11:33:778',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
126,'2019/11/12 12:11:33:791',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
127,'2019/11/12 12:11:33:808',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
128,'2019/11/12 12:11:33:826',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
129,'2019/11/12 12:11:33:842',2,0.719205,0.270791,0.728936,0.259366,0.719624,0.2617,0.731913,0.272927,0.696641,0.269375,0.758757,0.352491,0.676528,0.362481,0.787176,0.496761,0.654364,0.480833,0.787844,0.605701,0.63216,0.596907,0.745331,0.58534,0.687529,0.580964,0.746435,0.756099,0.697908,0.750638,0.75795,0.864853,0.699546,0.848937,?
